time_s,x_enu_m,y_enu_m,z_enu_m,vx_enu_m_s,vy_enu_m_s,vz_enu_m_s
29.16273842452408,-2.8269939678449694,438.8495530843676,1105.3864428560696,-0.04831587594017852,13.056452383255026,-97.23611062019319
29.232096678609974,-2.830314583964752,439.75450885081517,1098.6234519697932,-0.04743620245628355,13.03865002273544,-97.77980847960406
29.30145493269587,-2.833574078309804,440.6582267291557,1091.8228062519256,-0.04655334882991709,13.02075257823679,-98.32191596010627
29.370813186781763,-2.8367722375040714,441.5607008800337,1084.9846159316016,-0.04566753621073902,13.002783379680261,-98.86243570700142
29.44017144086766,-2.839908859723137,442.46192663872876,1078.108990882335,-0.04477888703482047,12.984754298910008,-99.40137523678914
29.509529694953553,-2.842983746997712,443.36189962383605,1071.196040429892,-0.04388738435680068,12.966661001955082,-99.93874286172621
29.603564066100713,-2.8470536601656695,444.58005305403464,1061.7642040873752,-0.04267398128938707,12.942004221105051,-100.66479084868386
29.679141181435572,-2.8502418518574966,445.5574193578792,1054.1342657800533,-0.04169469725162496,12.922065219965639,-101.24623977834626
29.75471829677043,-2.853355895982197,446.53327452231315,1046.4604541763065,-0.04071176908032865,12.902009420948218,-101.82581529268262
29.83029541210529,-2.856395522825564,447.507610188589,1038.7429115754696,-0.039725324706421324,12.881846772505977,-102.40349624048842
29.90587252744015,-2.8593604732961038,448.4804188433393,1030.9817820369874,-0.03873558957050347,12.861597682913127,-102.97925579424266
29.92165530460709,-2.8599701944366753,448.68337715881756,1029.3555366295964,-0.03852851390029709,12.857360629850284,-103.09924656719156
29.93743808177403,-2.860576645928644,448.8862685605871,1027.7273982427948,-0.03832130817470553,12.8531210172624,-103.21915207160838
29.95322085894097,-2.8611798259665213,449.08909301993816,1026.097368133734,-0.038113970974157474,12.84887862236274,-103.3389721554694
29.984786413274847,-2.862376360761574,449.4945408673268,1022.8316398344386,-0.037698892123658144,12.840384053946,-103.5783552675723
30.016351967608724,-2.863559783586318,449.8997203114199,1019.5583613213262,-0.03728326222759609,12.831874839295343,-103.81739491595198
30.0479175219426,-2.8647300774091637,450.304630865882,1016.2775430394909,-0.036867064319154805,12.823348684618935,-104.05609011185321
30.139418825330896,-2.8680480499975425,451.4768459328404,1006.7247461313473,-0.03565727565481263,12.798520164506778,-104.74605265208397
30.23092012871919,-2.871255071469298,452.6467805315631,997.1089708853981,-0.03444262539560347,12.773528117744295,-105.43308790443888
30.322421432107486,-2.8743507252562113,453.81442087362126,987.4304726396081,-0.03322321147001189,12.748376792489976,-106.11717930251466
30.43060833496204,-2.8778667651412224,455.19201087826883,975.9064192887192,-0.031775491853336016,12.718450315791989,-106.92220904594032
